order_id,customer_id,order_date,status,region_code
O00464,C0008,2025-07-28 00:22:35,Delivered,WEST
O00465,C0242,2024-09-02 11:44:35,Pending,SOUTH
O00466,C0105,2026-02-20 18:19:35,Delivered,WEST
O00467,C0319,2025-01-02 00:15:35,Pending,WEST
O00468,C0299,2026-06-20 17:33:35,Delivered,NORTH
O00469,C0146,2025-03-04 00:10:35,Delivered,WEST
O00470,C0336,2024-08-18 03:55:35,Pending,EAST
O00471,C0443,2024-11-28 01:49:35,Cancelled,WEST
O00472,C0119,2025-09-03 18:16:35,Delivered,EAST
O00473,C0249,2026-04-13 18:36:35,Delivered,WEST
O00474,C0288,2026-08-09 01:33:35,Delivered,EAST
O00475,C0171,2025-12-24 14:18:35,Delivered,EAST
O00476,C0351,2025-08-05 13:11:35,Delivered,EAST
O00477,C0416,2024-10-12 21:47:35,Cancelled,NORTH
O00478,C0484,2026-03-01 09:45:35,Delivered,WEST
O00479,C0337,2024-12-28 04:17:35,Delivered,SOUTH
O00480,,2025-04-13 19:40:35,Delivered,EAST
O00481,C0466,2026-04-21 11:59:35,Delivered,SOUTH
O00482,C0335,2024-12-29 20:05:35,Pending,SOUTH
O00483,C0442,2024-12-29 11:15:35,Pending,SOUTH
O00484,C0221,2025-01-05 22:30:35,Delivered,SOUTH
O00485,C0163,2024-10-18 19:05:35,Returned,NORTH
O00486,C0095,2025-07-01 06:17:35,Delivered,EAST
O00487,C0451,2025-10-07 14:50:35,Delivered,EAST
O00488,C0078,2025-02-18 04:39:35,Delivered,EAST
O00489,C0311,2026-03-13 20:45:35,Delivered,SOUTH
O00490,C0352,2024-09-05 12:36:35,Pending,WEST
O00491,C0069,2026-01-06 21:01:35,Pending,EAST
O00492,C0095,2025-09-10 17:01:35,Delivered,SOUTH
O00493,C0116,2024-09-12 15:19:35,Returned,EAST
O00494,C0487,2025-10-06 09:18:35,Pending,SOUTH
O00495,C0388,2025-03-07 03:42:35,Returned,WEST
O00496,C0444,2026-05-03 17:15:35,Delivered,WEST
O00497,C0455,2025-04-19 14:56:35,Pending,WEST
O00498,C0369,2025-06-26 14:10:35,Returned,NORTH
O00499,C0267,2024-11-29 16:00:35,Cancelled,NORTH
O00500,,2025-04-18 18:05:35,Delivered,NORTH
O00501,C0286,2025-09-10 18:19:35,Pending,NORTH
O00502,C0098,2025-06-04 15:56:35,Cancelled,EAST
O00503,C0237,2025-01-27 14:49:35,Pending,NORTH
O00504,C0354,2026-01-21 06:00:35,Cancelled,WEST
O00505,C0047,2026-01-04 04:42:35,Pending,SOUTH
O00506,C0202,2025-10-07 11:59:35,Delivered,WEST
O00507,C0303,2026-08-09 08:27:35,Delivered,EAST
O00508,C0166,2026-07-19 22:29:35,Pending,SOUTH
O00509,C0368,2024-12-14 03:38:35,Pending,EAST
O00510,C0044,2026-01-28 23:55:35,Pending,SOUTH
O00511,C0194,2026-02-24 13:33:35,Pending,EAST
O00512,C0290,2026-06-16 05:41:35,Cancelled,SOUTH
O00513,C0394,2026-08-09 02:57:35,Delivered,WEST
O00514,C0148,2026-05-13 06:38:35,Cancelled,SOUTH
O00515,C0002,2026-05-09 09:31:35,Delivered,WEST
O00516,C0279,2024-08-15 21:27:35,Delivered,SOUTH
O00517,C0302,2026-06-16 17:00:35,Delivered,NORTH
O00518,C0308,2026-04-16 01:46:35,Cancelled,EAST
O00519,C0318,2026-05-15 19:23:35,Cancelled,NORTH
O00520,,2025-01-08 03:12:35,Delivered,SOUTH
O00521,C0438,2024-09-12 23:07:35,Cancelled,EAST
O00522,C0170,2024-11-07 02:37:35,Delivered,SOUTH
O00523,C0083,2026-06-29 11:10:35,Pending,SOUTH
O00524,C0495,2025-11-20 01:08:35,Delivered,NORTH
O00525,C0048,2025-06-12 11:54:35,Cancelled,NORTH
O00526,C0389,2025-10-21 18:35:35,Delivered,SOUTH
O00527,C0063,2026-07-22 09:52:35,Delivered,SOUTH
O00528,C0357,2025-03-12 20:34:35,Delivered,NORTH
O00529,C0248,2026-07-16 21:30:35,Pending,EAST
O00530,C0219,2026-04-25 11:47:35,Delivered,EAST
O00531,C0475,2024-12-20 21:07:35,Delivered,WEST
O00532,C0253,2025-02-10 20:45:35,Pending,SOUTH
O00533,C0001,2024-12-09 02:00:35,Pending,NORTH
O00534,C0378,2025-03-10 20:57:35,Delivered,EAST
O00535,C0180,2026-03-06 21:44:35,Delivered,SOUTH
O00536,C0354,2025-05-25 10:21:35,Delivered,EAST
O00537,C0260,2026-02-24 12:20:35,Delivered,EAST
O00538,C0175,2025-09-20 01:07:35,Pending,NORTH
O00539,C0427,2025-02-05 07:52:35,Cancelled,WEST
O00540,,2025-12-08 03:12:35,Delivered,SOUTH
O00541,C0322,2025-11-24 19:28:35,Delivered,WEST
O00542,C0476,2024-10-06 17:50:35,Delivered,EAST
O00543,C0285,2026-02-09 01:44:35,Delivered,EAST
O00544,C0410,2025-08-07 03:40:35,Delivered,NORTH
O00545,C0174,2025-08-29 22:05:35,Cancelled,WEST
O00546,C0096,2026-04-11 05:26:35,Pending,EAST
O00547,C0362,2025-06-28 23:33:35,Delivered,NORTH
O00548,C0255,2025-04-10 12:59:35,Cancelled,EAST
O00549,C0111,2026-01-29 10:42:35,Delivered,NORTH
O00550,C0399,2025-03-04 03:59:35,Delivered,WEST
O00551,C0464,2026-01-04 05:43:35,Delivered,WEST
O00552,C0376,2026-01-28 11:20:35,Delivered,NORTH
O00553,C0421,2026-01-20 22:39:35,Delivered,NORTH
O00554,C0236,2025-09-11 00:26:35,Delivered,NORTH
O00555,C0160,2024-09-24 23:25:35,Delivered,NORTH
O00556,C0171,2025-12-01 02:37:35,Delivered,EAST
O00557,C0012,2026-03-24 11:11:35,Cancelled,EAST
O00558,C0103,2025-02-23 10:48:35,Delivered,WEST
O00559,C0344,2024-12-08 09:40:35,Delivered,NORTH
O00560,,2026-05-09 19:03:35,Delivered,EAST
O00561,C0282,2025-07-02 09:40:35,Returned,EAST
O00562,C0294,2025-04-17 06:35:35,Delivered,EAST
O00563,C0277,2025-11-07 02:39:35,Delivered,NORTH
O00564,C0055,2025-09-06 02:36:35,Delivered,SOUTH
O00565,C0361,2026-04-12 20:11:35,Cancelled,WEST
O00566,C0316,2025-08-09 10:52:35,Cancelled,NORTH
O00567,C0499,2025-11-29 19:39:35,Delivered,WEST
O00568,C0050,2025-11-19 11:14:35,Pending,WEST
O00569,C0241,2025-04-04 08:40:35,Cancelled,EAST
O00570,C0468,2025-08-17 13:42:35,Pending,EAST
O00571,C0404,2025-07-08 16:02:35,Delivered,WEST
O00572,C0058,2025-08-04 17:00:35,Cancelled,EAST
O00573,C0394,2025-08-01 21:07:35,Delivered,NORTH
O00574,C0208,2024-11-27 12:06:35,Pending,EAST
O00575,C0273,2025-11-25 14:08:35,Delivered,SOUTH
O00576,C0281,2025-01-19 16:55:35,Delivered,SOUTH
O00577,C0417,2026-07-21 19:58:35,Pending,WEST
O00578,C0291,2025-07-26 19:15:35,Delivered,NORTH
O00579,C0379,2026-08-08 20:24:35,Delivered,WEST
O00580,,2026-03-01 05:23:35,Delivered,EAST
O00581,C0490,2025-09-29 04:09:35,Delivered,WEST
O00582,C0168,2025-12-29 22:13:35,Delivered,SOUTH
O00583,C0419,2024-12-30 20:28:35,Pending,NORTH
O00584,C0388,2025-01-07 22:40:35,Delivered,EAST
O00585,C0200,2026-05-02 19:59:35,Delivered,EAST
O00586,C0154,2026-03-16 22:50:35,Returned,WEST
O00587,C0368,2025-07-28 04:08:35,Delivered,WEST
O00588,C0434,2024-12-18 10:34:35,Delivered,NORTH
O00589,C0001,2026-07-31 19:23:35,Returned,NORTH
O00590,C0441,2025-05-25 01:46:35,Delivered,WEST
O00591,C0321,2025-07-01 23:55:35,Delivered,WEST
O00592,C0280,2025-03-14 22:42:35,Delivered,SOUTH
O00593,C0285,2025-09-07 13:24:35,Delivered,EAST
O00594,C0447,2026-06-27 05:39:35,Delivered,NORTH
O00595,C0074,2025-12-21 22:58:35,Returned,SOUTH
O00596,C0044,2024-12-28 22:22:35,Delivered,WEST
O00597,C0458,2026-07-23 21:30:35,Delivered,SOUTH
O00598,C0233,2026-01-13 15:06:35,Cancelled,WEST
O00599,C0182,2025-03-29 06:58:35,Pending,WEST
O00600,,2025-04-10 00:03:35,Delivered,EAST
O00601,C0018,2024-09-17 20:01:35,Pending,NORTH
O00602,C0298,2025-12-16 23:36:35,Delivered,EAST
O00603,C0239,2026-01-21 04:04:35,Cancelled,NORTH
O00604,C0126,2025-12-06 22:18:35,Pending,NORTH
O00605,C0351,2026-05-20 19:22:35,Delivered,NORTH
O00606,C0463,2025-07-27 19:20:35,Delivered,WEST
O00607,C0263,2025-12-03 20:17:35,Delivered,EAST
O00608,C0492,2025-06-07 10:41:35,Delivered,EAST
O00609,C0373,2026-03-10 09:34:35,Pending,SOUTH
O00610,C0294,2024-10-01 22:49:35,Cancelled,NORTH
O00611,C0147,2025-12-19 03:39:35,Delivered,EAST
O00612,C0130,2024-12-23 20:48:35,Delivered,EAST
O00613,C0008,2024-12-02 20:42:35,Returned,SOUTH
O00614,C0338,2025-11-10 13:22:35,Delivered,SOUTH
O00615,C0249,2025-02-11 18:26:35,Delivered,NORTH
O00616,C0496,2025-01-05 21:30:35,Cancelled,WEST
O00617,C0386,2025-10-06 13:46:35,Pending,SOUTH
O00618,C0108,2026-03-25 01:24:35,Delivered,EAST
O00619,C0387,2024-12-06 02:41:35,Delivered,WEST
O00620,,2025-12-11 01:19:35,Returned,SOUTH
O00621,C0195,2026-07-10 23:55:35,Delivered,SOUTH
O00622,C0272,2025-10-29 01:49:35,Returned,WEST
O00623,C0196,2026-07-05 12:04:35,Pending,NORTH
O00624,C0050,2026-02-05 21:53:35,Returned,WEST
O00625,C0313,2026-06-08 09:52:35,Delivered,NORTH
O00626,C0131,2026-06-11 19:56:35,Delivered,SOUTH
O00627,C0376,2026-06-29 20:20:35,Delivered,EAST
O00628,C0347,2026-07-17 06:51:35,Delivered,NORTH
O00629,C0426,2024-10-18 01:57:35,Delivered,NORTH
O00630,C0351,2025-11-09 12:45:35,Pending,EAST
O00631,C0099,2024-09-13 02:10:35,Delivered,SOUTH
O00632,C0487,2026-04-15 21:38:35,Pending,NORTH
O00633,C0045,2026-04-21 05:55:35,Pending,SOUTH
O00634,C0459,2024-12-01 23:42:35,Delivered,WEST
O00635,C0339,2024-10-26 22:00:35,Returned,EAST
O00636,C0394,2025-10-22 00:28:35,Pending,EAST
O00637,C0132,2025-01-22 03:48:35,Pending,WEST
O00638,C0199,2025-07-16 02:47:35,Returned,EAST
O00639,C0092,2025-11-04 04:02:35,Returned,SOUTH
O00640,,2025-09-16 07:12:35,Delivered,SOUTH
O00641,C0277,2025-10-25 08:10:35,Pending,WEST
O00642,C0367,2025-05-02 04:33:35,Delivered,EAST
O00643,C0398,2025-11-09 02:28:35,Delivered,NORTH
O00644,C0478,2024-09-17 22:55:35,Delivered,EAST
O00645,C0464,2025-09-14 19:31:35,Delivered,WEST
O00646,C0245,2025-10-30 14:25:35,Pending,NORTH
O00647,C0277,2025-03-29 01:55:35,Returned,WEST
O00648,C0063,2026-03-13 19:30:35,Returned,EAST
O00649,C0350,2025-06-16 13:34:35,Pending,NORTH
O00650,C0188,2026-02-08 11:36:35,Cancelled,EAST
O00651,C0332,2025-03-05 07:06:35,Delivered,WEST
O00652,C0339,2025-02-21 11:15:35,Delivered,NORTH
O00653,C0323,2026-07-16 13:02:35,Delivered,WEST
O00654,C0377,2025-02-20 05:33:35,Delivered,SOUTH
O00655,C0251,2025-09-12 04:21:35,Delivered,EAST
O00656,C0256,2026-02-07 15:32:35,Delivered,NORTH
O00657,C0173,2024-09-22 13:38:35,Delivered,WEST
O00658,C0482,2026-07-05 18:40:35,Pending,SOUTH
O00659,C0474,2024-10-22 03:18:35,Delivered,NORTH
O00660,,2026-05-05 02:46:35,Pending,SOUTH
O00661,C0008,2025-02-02 21:34:35,Returned,NORTH
O00662,C0234,2026-04-27 07:24:35,Delivered,NORTH
O00663,C0059,2026-01-01 21:22:35,Pending,NORTH
O00664,C0412,2025-03-05 14:52:35,Cancelled,WEST
O00665,C0167,2024-12-11 23:07:35,Delivered,EAST
O00666,C0429,2025-03-16 03:08:35,Delivered,NORTH
O00667,C0062,2025-05-17 06:19:35,Delivered,EAST
O00668,C0284,2025-01-25 15:46:35,Returned,NORTH
O00669,C0069,2024-11-20 22:10:35,Delivered,SOUTH
O00670,C0009,2025-12-21 03:31:35,Delivered,NORTH
O00671,C0362,2026-06-08 20:27:35,Delivered,WEST
O00672,C0355,2024-12-17 07:40:35,Pending,WEST
O00673,C0211,2025-04-11 07:10:35,Pending,SOUTH
O00674,C0368,2026-01-03 20:36:35,Pending,EAST
O00675,C0179,2025-10-12 02:06:35,Delivered,NORTH
O00676,C0272,2024-11-15 20:54:35,Cancelled,SOUTH
O00677,C0238,2026-05-13 22:44:35,Delivered,SOUTH
O00678,C0058,2025-01-09 23:25:35,Returned,WEST
O00679,C0255,2025-02-06 07:13:35,Returned,NORTH
O00680,,2025-08-17 10:44:35,Delivered,EAST
O00681,C0316,2025-11-17 02:37:35,Pending,SOUTH
O00682,C0081,2024-09-08 17:03:35,Delivered,SOUTH
O00683,C0370,2025-11-08 20:08:35,Delivered,SOUTH
O00684,C0383,2026-07-04 11:45:35,Pending,EAST
O00685,C0117,2024-11-18 09:18:35,Delivered,SOUTH
O00686,C0193,2025-03-23 04:01:35,Delivered,NORTH
O00687,C0456,2025-10-30 05:44:35,Returned,WEST
O00688,C0092,2025-09-10 12:39:35,Delivered,SOUTH
O00689,C0324,2025-08-12 09:43:35,Delivered,NORTH
O00690,C0355,2026-03-15 02:48:35,Delivered,WEST
O00691,C0235,2025-10-12 07:19:35,Delivered,EAST
O00692,C0310,2025-01-17 22:10:35,Returned,SOUTH
O00693,C0045,2025-10-05 18:02:35,Cancelled,SOUTH
O00694,C0303,2025-12-07 15:48:35,Delivered,WEST
O00695,C0377,2025-04-19 08:51:35,Delivered,SOUTH
O00696,C0457,2026-04-07 06:29:35,Delivered,NORTH
O00697,C0214,2024-09-24 03:01:35,Pending,NORTH
O00698,C0218,2026-02-04 14:01:35,Cancelled,NORTH
O00699,C0232,2025-12-30 08:36:35,Delivered,NORTH
O00700,,2025-09-30 07:39:35,Delivered,SOUTH
O00701,C0332,2024-11-10 02:01:35,Pending,SOUTH
O00702,C0361,2025-11-23 20:18:35,Delivered,WEST
O00703,C0238,2024-12-29 23:56:35,Delivered,EAST
O00704,C0321,2025-11-29 00:11:35,Delivered,NORTH
O00705,C0198,2026-07-18 12:04:35,Delivered,WEST
O00706,C0386,2025-05-14 00:10:35,Delivered,SOUTH
O00707,C0404,2026-07-12 04:10:35,Cancelled,NORTH
O00708,C0264,2026-07-01 13:27:35,Delivered,WEST
O00709,C0188,2025-11-29 20:33:35,Delivered,SOUTH
O00710,C0332,2026-03-05 23:35:35,Delivered,SOUTH
O00711,C0071,2025-07-18 09:05:35,Delivered,WEST
O00712,C0378,2026-03-27 23:44:35,Pending,SOUTH
O00713,C0165,2025-08-06 10:03:35,Pending,EAST
O00714,C0028,2024-10-13 12:53:35,Delivered,NORTH
O00715,C0241,2026-08-06 19:14:35,Cancelled,EAST
O00716,C0232,2026-05-07 13:22:35,Pending,NORTH
O00717,C0097,2025-11-21 03:36:35,Delivered,SOUTH
O00718,C0148,2024-10-27 04:41:35,Delivered,SOUTH
O00719,C0255,2025-01-11 08:04:35,Returned,NORTH
O00720,,2025-10-10 23:05:35,Returned,WEST
O00721,C0178,2025-10-14 16:18:35,Pending,EAST
O00722,C0097,2024-10-13 02:26:35,Cancelled,EAST
O00723,C0211,2026-03-25 12:12:35,Pending,EAST
O00724,C0249,2026-04-09 23:15:35,Delivered,WEST
O00725,C0235,2025-06-17 19:39:35,Cancelled,EAST
O00726,C0088,2025-05-03 09:01:35,Delivered,EAST
O00727,C0395,2024-09-27 05:53:35,Delivered,SOUTH
O00728,C0317,2025-01-22 00:05:35,Delivered,SOUTH
O00729,C0430,2026-08-06 00:28:35,Pending,SOUTH
O00730,C0083,2025-04-10 04:33:35,Returned,SOUTH
O00731,C0226,2025-05-03 12:42:35,Delivered,NORTH
O00732,C0341,2025-06-30 12:40:35,Delivered,SOUTH
O00733,C0274,2025-06-14 05:29:35,Delivered,WEST
O00734,C0394,2025-01-05 16:30:35,Delivered,NORTH
O00735,C0497,2026-02-20 17:52:35,Pending,EAST
O00736,C0243,2025-06-02 20:13:35,Delivered,WEST
O00737,C0174,2026-07-16 05:17:35,Delivered,NORTH
O00738,C0072,2026-07-05 18:38:35,Delivered,WEST
O00739,C0317,2025-03-23 15:53:35,Delivered,NORTH
O00740,,2026-05-28 08:08:35,Delivered,EAST
O00741,C0101,2024-09-02 04:05:35,Cancelled,NORTH
O00742,C0500,2026-01-16 13:43:35,Delivered,NORTH
O00743,C0466,2026-06-23 12:56:35,Delivered,WEST
O00744,C0190,2025-09-09 12:31:35,Delivered,EAST
O00745,C0158,2025-11-09 18:36:35,Delivered,WEST
O00746,C0380,2025-10-09 15:49:35,Delivered,WEST
O00747,C0374,2025-10-08 06:24:35,Delivered,NORTH
O00748,C0074,2025-03-10 11:01:35,Returned,EAST
O00749,C0034,2026-04-06 13:36:35,Delivered,EAST
O00750,C0213,2025-02-05 19:00:35,Pending,SOUTH
O00751,C0103,2025-02-16 13:49:35,Delivered,NORTH
O00752,C0422,2025-06-15 19:50:35,Delivered,WEST
O00753,C0115,2024-09-06 01:40:35,Delivered,WEST
O00754,C0064,2026-06-10 23:28:35,Delivered,SOUTH
O00755,C0252,2026-07-15 21:46:35,Delivered,EAST
O00756,C0253,2024-10-17 21:18:35,Delivered,WEST
O00757,C0290,2025-10-30 10:11:35,Pending,NORTH
O00758,C0192,2026-01-17 01:07:35,Delivered,EAST
O00759,C0084,2026-03-28 02:40:35,Delivered,SOUTH
O00760,,2025-01-24 02:48:35,Delivered,EAST
O00761,C0025,2025-06-02 11:04:35,Pending,NORTH
O00762,C0264,2025-02-24 21:42:35,Pending,SOUTH
O00763,C0279,2025-07-06 12:23:35,Cancelled,EAST
O00764,C0139,2026-07-13 00:15:35,Delivered,EAST
O00765,C0422,2025-01-04 01:39:35,Delivered,EAST
O00766,C0399,2025-12-19 14:52:35,Returned,SOUTH
O00767,C0053,2025-03-21 06:03:35,Delivered,SOUTH
O00768,C0408,2026-03-05 21:15:35,Cancelled,NORTH
O00769,C0214,2025-11-24 03:38:35,Cancelled,NORTH
O00770,C0246,2025-08-01 11:15:35,Delivered,WEST
O00771,C0456,2026-04-13 18:19:35,Returned,SOUTH
O00772,C0364,2025-06-17 02:18:35,Cancelled,SOUTH
O00773,C0066,2026-07-21 06:15:35,Delivered,SOUTH
O00774,C0108,2024-12-21 03:58:35,Pending,NORTH
O00775,C0040,2024-08-29 17:19:35,Delivered,SOUTH
O00776,C0056,2024-09-12 23:03:35,Delivered,WEST
O00777,C0061,2025-04-26 02:35:35,Delivered,NORTH
O00778,C0387,2024-11-16 05:29:35,Pending,SOUTH
O00779,C0095,2026-06-27 12:32:35,Delivered,EAST
O00780,,2026-03-26 12:53:35,Delivered,SOUTH
O00781,C0259,2026-03-16 03:37:35,Cancelled,NORTH
O00782,C0271,2025-03-20 23:43:35,Returned,SOUTH
O00783,C0462,2026-02-11 02:17:35,Delivered,SOUTH
O00784,C0472,2026-01-09 00:01:35,Delivered,SOUTH
O00785,C0226,2026-06-30 04:42:35,Cancelled,WEST
O00786,C0218,2025-03-17 17:45:35,Delivered,EAST
O00787,C0064,2025-11-30 05:04:35,Delivered,EAST
O00788,C0361,2025-06-01 19:17:35,Delivered,EAST
O00789,C0253,2024-12-06 13:49:35,Delivered,EAST
O00790,C0352,2025-11-07 09:06:35,Delivered,WEST
O00791,C0097,2024-10-20 17:14:35,Delivered,NORTH
O00792,C0346,2025-12-26 22:37:35,Delivered,NORTH
O00793,C0062,2025-01-03 13:56:35,Pending,NORTH
O00794,C0380,2025-01-29 03:54:35,Returned,EAST
O00795,C0103,2026-04-11 13:38:35,Delivered,WEST
O00796,C0372,2026-01-03 10:19:35,Pending,EAST
O00797,C0388,2026-05-31 13:53:35,Delivered,WEST
O00798,C0249,2026-01-15 09:40:35,Pending,NORTH
O00799,C0063,2025-04-23 17:02:35,Delivered,SOUTH
O00800,,2024-11-20 00:34:35,Cancelled,WEST
O00801,C0348,2024-09-06 06:55:35,Pending,EAST
O00802,C0079,2025-06-16 21:10:35,Delivered,NORTH
O00803,C0339,2026-01-24 17:21:35,Delivered,EAST
O00804,C0339,2026-01-01 17:03:35,Delivered,EAST
O00805,C0415,2026-02-14 18:32:35,Returned,NORTH
O00806,C0221,2024-12-09 13:59:35,Delivered,WEST
O00807,C0227,2025-11-23 02:33:35,Delivered,EAST
O00808,C0453,2026-08-03 07:02:35,Delivered,EAST
O00809,C0367,2025-09-12 17:19:35,Delivered,WEST
O00810,C0338,2026-02-28 23:05:35,Delivered,WEST
O00811,C0288,2025-01-17 17:34:35,Delivered,WEST
O00812,C0303,2025-08-31 21:14:35,Delivered,EAST
O00813,C0165,2024-10-11 02:08:35,Delivered,EAST
O00814,C0179,2026-03-30 02:19:35,Cancelled,EAST
O00815,C0195,2024-11-17 14:53:35,Returned,WEST
O00816,C0180,2024-10-06 22:46:35,Delivered,EAST
O00817,C0304,2024-11-04 23:35:35,Cancelled,NORTH
O00818,C0173,2025-01-30 02:05:35,Delivered,WEST
O00819,C0337,2025-10-16 20:03:35,Returned,EAST
O00820,,2026-07-23 17:08:35,Delivered,EAST
O00821,C0194,2026-03-17 13:51:35,Delivered,WEST
O00822,C0052,2026-07-18 22:44:35,Delivered,EAST
O00823,C0086,2026-05-01 10:54:35,Returned,SOUTH
O00824,C0255,2026-05-22 04:24:35,Cancelled,SOUTH
O00825,C0148,2025-05-08 02:50:35,Returned,WEST
O00826,C0412,2025-03-29 21:18:35,Returned,NORTH
O00827,C0304,2025-07-20 09:35:35,Delivered,WEST
O00828,C0219,2025-03-12 13:21:35,Delivered,EAST
O00829,C0259,2025-06-13 15:13:35,Delivered,SOUTH
O00830,C0213,2025-09-25 10:10:35,Delivered,SOUTH
O00831,C0452,2024-08-29 22:16:35,Delivered,SOUTH
O00832,C0296,2026-01-03 08:13:35,Returned,WEST
O00833,C0138,2026-05-25 19:22:35,Pending,WEST
O00834,C0479,2026-03-13 01:11:35,Delivered,SOUTH
O00835,C0187,2025-11-26 05:46:35,Delivered,EAST
O00836,C0433,2025-10-29 14:51:35,Cancelled,NORTH
O00837,C0325,2025-03-06 14:48:35,Cancelled,SOUTH
O00838,C0132,2026-07-14 20:46:35,Delivered,NORTH
O00839,C0077,2025-02-22 01:46:35,Pending,EAST
O00840,,2025-12-20 18:58:35,Delivered,NORTH
O00841,C0104,2025-01-20 09:39:35,Delivered,EAST
O00842,C0338,2026-02-24 07:12:35,Cancelled,WEST
O00843,C0401,2024-08-30 03:26:35,Cancelled,EAST
O00844,C0309,2025-06-11 04:28:35,Returned,EAST
O00845,C0344,2026-06-14 03:56:35,Returned,SOUTH
O00846,C0121,2024-12-02 20:18:35,Delivered,NORTH
O00847,C0268,2026-06-21 20:20:35,Returned,EAST
O00848,C0255,2024-11-10 09:09:35,Delivered,EAST
O00849,C0169,2026-04-01 00:55:35,Cancelled,SOUTH
O00850,C0479,2025-10-17 07:40:35,Delivered,SOUTH
O00851,C0497,2025-05-18 15:57:35,Delivered,NORTH
O00852,C0252,2026-02-07 13:15:35,Returned,EAST
O00853,C0280,2025-10-17 17:14:35,Delivered,EAST
O00854,C0451,2025-01-05 13:01:35,Pending,EAST
O00855,C0011,2026-06-01 20:33:35,Cancelled,NORTH
O00856,C0354,2026-06-28 08:47:35,Delivered,EAST
O00857,C0328,2026-07-28 13:28:35,Cancelled,NORTH
O00858,C0274,2025-04-09 15:55:35,Delivered,WEST
O00859,C0475,2025-04-28 10:36:35,Returned,SOUTH
O00860,,2025-03-13 07:29:35,Delivered,EAST
O00861,C0451,2026-05-31 15:21:35,Delivered,NORTH
O00862,C0422,2025-12-26 17:18:35,Delivered,EAST
O00863,C0368,2025-10-16 05:23:35,Delivered,EAST
O00864,C0260,2024-10-16 12:57:35,Pending,EAST
O00865,C0233,2026-07-22 02:19:35,Delivered,SOUTH
O00866,C0323,2025-11-07 21:39:35,Delivered,SOUTH
O00867,C0322,2025-06-18 12:07:35,Delivered,SOUTH
O00868,C0128,2026-01-21 00:20:35,Cancelled,SOUTH
O00869,C0434,2026-04-10 22:57:35,Pending,EAST
O00870,C0232,2025-12-13 00:39:35,Delivered,EAST
O00871,C0410,2025-05-25 07:36:35,Delivered,SOUTH
O00872,C0202,2025-08-31 19:45:35,Delivered,NORTH
O00873,C0473,2026-03-04 22:10:35,Pending,NORTH
O00874,C0499,2025-11-26 07:47:35,Pending,SOUTH
O00875,C0026,2025-09-24 20:58:35,Pending,SOUTH
O00876,C0046,2025-08-21 07:07:35,Delivered,WEST
O00877,C0396,2025-11-17 23:02:35,Delivered,SOUTH
O00878,C0098,2025-05-09 11:18:35,Delivered,SOUTH
O00879,C0221,2025-03-09 20:44:35,Returned,EAST
O00880,,2026-07-04 07:57:35,Delivered,SOUTH
O00881,C0015,2025-06-03 09:46:35,Pending,SOUTH
O00882,C0190,2026-03-29 23:12:35,Delivered,NORTH
O00883,C0241,2024-12-24 12:15:35,Delivered,SOUTH
O00884,C0366,2025-09-06 23:58:35,Pending,EAST
O00885,C0038,2024-11-15 18:34:35,Delivered,SOUTH
O00886,C0242,2025-08-07 21:13:35,Returned,NORTH
O00887,C0003,2025-04-26 18:10:35,Delivered,WEST
O00888,C0344,2025-08-24 06:28:35,Delivered,SOUTH
O00889,C0134,2025-01-30 18:02:35,Returned,WEST
O00890,C0068,2024-11-09 12:16:35,Delivered,SOUTH
O00891,C0134,2024-12-07 11:33:35,Returned,WEST
O00892,C0447,2025-05-25 00:54:35,Returned,EAST
O00893,C0463,2025-05-06 21:24:35,Pending,EAST
O00894,C0265,2025-06-26 15:28:35,Delivered,WEST
O00895,C0392,2025-01-11 19:25:35,Returned,WEST
O00896,C0028,2025-02-19 05:34:35,Delivered,NORTH
O00897,C0241,2025-05-03 07:16:35,Delivered,NORTH
O00898,C0459,2025-12-29 02:59:35,Delivered,WEST
O00899,C0235,2025-12-27 05:25:35,Pending,SOUTH
O00900,,2025-08-02 03:44:35,Cancelled,SOUTH
O00901,C0428,2025-01-30 01:03:35,Cancelled,SOUTH
O00902,C0299,2024-08-14 18:20:35,Delivered,WEST
O00903,C0472,2024-10-27 09:20:35,Delivered,NORTH
O00904,C0455,2025-07-12 01:49:35,Pending,NORTH
O00905,C0202,2025-08-27 20:30:35,Returned,EAST
O00906,C0079,2024-09-08 04:00:35,Cancelled,WEST
O00907,C0233,2026-05-15 10:09:35,Pending,EAST
O00908,C0497,2024-09-23 22:10:35,Returned,EAST
O00909,C0486,2026-03-15 05:44:35,Cancelled,EAST
O00910,C0166,2024-10-06 00:35:35,Delivered,WEST
O00911,C0048,2025-09-22 09:42:35,Delivered,WEST
O00912,C0046,2024-08-31 07:41:35,Delivered,WEST
O00913,C0146,2026-06-03 21:40:35,Delivered,WEST
O00914,C0411,2025-10-27 01:22:35,Returned,SOUTH
O00915,C0184,2026-06-22 05:24:35,Delivered,SOUTH
O00916,C0251,2025-11-09 14:01:35,Delivered,WEST
O00917,C0047,2025-10-16 13:10:35,Delivered,WEST
O00918,C0048,2024-09-20 17:52:35,Returned,SOUTH
O00919,C0332,2026-07-13 23:40:35,Returned,NORTH
O00920,,2025-12-02 14:36:35,Returned,WEST
O00921,C0154,2025-01-09 06:14:35,Returned,SOUTH
O00922,C0268,2025-10-21 11:07:35,Delivered,NORTH
