order_id,customer_id,order_date,status,region_code
O00746,C0380,,Delivered,WEST
O00747,C0374,,Delivered,NORTH
O00748,C0074,,Returned,EAST
O00749,C0034,,Delivered,EAST
O00750,C0213,,Pending,SOUTH
O00751,C0103,,Delivered,NORTH
O00752,C0422,,Delivered,WEST
O00753,C0115,,Delivered,WEST
O00754,C0064,,Delivered,SOUTH
O00755,C0252,,Delivered,EAST
O00756,C0253,,Delivered,WEST
O00757,C0290,,Pending,NORTH
O00758,C0192,,Delivered,EAST
O00759,C0084,,Delivered,SOUTH
O00760,,,Delivered,EAST
O00761,C0025,,Pending,NORTH
O00762,C0264,,Pending,SOUTH
O00763,C0279,,Cancelled,EAST
O00764,C0139,,Delivered,EAST
O00765,C0422,,Delivered,EAST
O00766,C0399,,Returned,SOUTH
O00767,C0053,,Delivered,SOUTH
O00768,C0408,,Cancelled,NORTH
O00769,C0214,,Cancelled,NORTH
O00770,C0246,,Delivered,WEST
O00771,C0456,,Returned,SOUTH
O00772,C0364,,Cancelled,SOUTH
O00773,C0066,,Delivered,SOUTH
O00774,C0108,,Pending,NORTH
O00775,C0040,,Delivered,SOUTH
O00776,C0056,,Delivered,WEST
O00777,C0061,,Delivered,NORTH
O00778,C0387,,Pending,SOUTH
O00779,C0095,,Delivered,EAST
O00780,,,Delivered,SOUTH
O00781,C0259,,Cancelled,NORTH
O00782,C0271,,Returned,SOUTH
O00783,C0462,,Delivered,SOUTH
O00784,C0472,,Delivered,SOUTH
O00785,C0226,,Cancelled,WEST
O00786,C0218,,Delivered,EAST
O00787,C0064,,Delivered,EAST
O00788,C0361,,Delivered,EAST
O00789,C0253,,Delivered,EAST
O00790,C0352,,Delivered,WEST
O00791,C0097,,Delivered,NORTH
O00792,C0346,,Delivered,NORTH
O00793,C0062,,Pending,NORTH
O00794,C0380,,Returned,EAST
O00795,C0103,,Delivered,WEST
O00796,C0372,,Pending,EAST
O00797,C0388,,Delivered,WEST
O00798,C0249,,Pending,NORTH
O00799,C0063,,Delivered,SOUTH
O00800,,,Cancelled,WEST
O00801,C0348,,Pending,EAST
O00802,C0079,,Delivered,NORTH
O00803,C0339,,Delivered,EAST
O00804,C0339,,Delivered,EAST
O00805,C0415,,Returned,NORTH
O00806,C0221,,Delivered,WEST
O00807,C0227,,Delivered,EAST
O00808,C0453,,Delivered,EAST
O00809,C0367,,Delivered,WEST
O00810,C0338,,Delivered,WEST
O00811,C0288,,Delivered,WEST
O00812,C0303,,Delivered,EAST
O00813,C0165,,Delivered,EAST
O00814,C0179,,Cancelled,EAST
O00815,C0195,,Returned,WEST
O00816,C0180,,Delivered,EAST
O00817,C0304,,Cancelled,NORTH
O00818,C0173,,Delivered,WEST
O00819,C0337,,Returned,EAST
O00820,,,Delivered,EAST
O00821,C0194,,Delivered,WEST
O00822,C0052,,Delivered,EAST
O00823,C0086,,Returned,SOUTH
O00824,C0255,,Cancelled,SOUTH
O00825,C0148,,Returned,WEST
O00826,C0412,,Returned,NORTH
O00827,C0304,,Delivered,WEST
O00828,C0219,,Delivered,EAST
O00829,C0259,,Delivered,SOUTH
O00830,C0213,,Delivered,SOUTH
O00831,C0452,,Delivered,SOUTH
O00832,C0296,,Returned,WEST
O00833,C0138,,Pending,WEST
O00834,C0479,,Delivered,SOUTH
O00835,C0187,,Delivered,EAST
O00836,C0433,,Cancelled,NORTH
O00837,C0325,,Cancelled,SOUTH
O00838,C0132,,Delivered,NORTH
O00839,C0077,,Pending,EAST
O00840,,,Delivered,NORTH
O00841,C0104,,Delivered,EAST
O00842,C0338,,Cancelled,WEST
O00843,C0401,,Cancelled,EAST
O00844,C0309,,Returned,EAST
O00845,C0344,,Returned,SOUTH
O00846,C0121,,Delivered,NORTH
O00847,C0268,,Returned,EAST
O00848,C0255,,Delivered,EAST
O00849,C0169,,Cancelled,SOUTH
O00850,C0479,,Delivered,SOUTH
O00851,C0497,,Delivered,NORTH
O00852,C0252,,Returned,EAST
O00853,C0280,,Delivered,EAST
O00854,C0451,,Pending,EAST
O00855,C0011,,Cancelled,NORTH
O00856,C0354,,Delivered,EAST
O00857,C0328,,Cancelled,NORTH
O00858,C0274,,Delivered,WEST
O00859,C0475,,Returned,SOUTH
O00860,,,Delivered,EAST
O00861,C0451,,Delivered,NORTH
O00862,C0422,,Delivered,EAST
O00863,C0368,,Delivered,EAST
O00864,C0260,,Pending,EAST
O00865,C0233,,Delivered,SOUTH
O00866,C0323,,Delivered,SOUTH
O00867,C0322,,Delivered,SOUTH
O00868,C0128,,Cancelled,SOUTH
O00869,C0434,,Pending,EAST
O00870,C0232,,Delivered,EAST
O00871,C0410,,Delivered,SOUTH
O00872,C0202,,Delivered,NORTH
O00873,C0473,,Pending,NORTH
O00874,C0499,,Pending,SOUTH
O00875,C0026,,Pending,SOUTH
O00876,C0046,,Delivered,WEST
O00877,C0396,,Delivered,SOUTH
O00878,C0098,,Delivered,SOUTH
O00879,C0221,,Returned,EAST
O00880,,,Delivered,SOUTH
O00881,C0015,,Pending,SOUTH
O00882,C0190,,Delivered,NORTH
O00883,C0241,,Delivered,SOUTH
O00884,C0366,,Pending,EAST
O00885,C0038,,Delivered,SOUTH
O00886,C0242,,Returned,NORTH
O00887,C0003,,Delivered,WEST
O00888,C0344,,Delivered,SOUTH
O00889,C0134,,Returned,WEST
O00890,C0068,,Delivered,SOUTH
O00891,C0134,,Returned,WEST
O00892,C0447,,Returned,EAST
O00893,C0463,,Pending,EAST
O00894,C0265,,Delivered,WEST
O00895,C0392,,Returned,WEST
O00896,C0028,,Delivered,NORTH
O00897,C0241,,Delivered,NORTH
O00898,C0459,,Delivered,WEST
O00899,C0235,,Pending,SOUTH
O00900,,,Cancelled,SOUTH
O00901,C0428,,Cancelled,SOUTH
O00902,C0299,,Delivered,WEST
O00903,C0472,,Delivered,NORTH
O00904,C0455,,Pending,NORTH
O00905,C0202,,Returned,EAST
O00906,C0079,,Cancelled,WEST
O00907,C0233,,Pending,EAST
O00908,C0497,,Returned,EAST
O00909,C0486,,Cancelled,EAST
O00910,C0166,,Delivered,WEST
O00911,C0048,,Delivered,WEST
O00912,C0046,,Delivered,WEST
O00913,C0146,,Delivered,WEST
O00914,C0411,,Returned,SOUTH
O00915,C0184,,Delivered,SOUTH
O00916,C0251,,Delivered,WEST
O00917,C0047,,Delivered,WEST
O00918,C0048,,Returned,SOUTH
O00919,C0332,,Returned,NORTH
O00920,,,Returned,WEST
O00921,C0154,,Returned,SOUTH
O00922,C0268,,Delivered,NORTH
O00923,C0470,,Delivered,WEST
O00924,C0049,,Delivered,EAST
O00925,C0182,,Pending,NORTH
O00926,C0059,,Pending,WEST
O00927,C0024,,Pending,EAST
O00928,C0301,,Pending,EAST
O00929,C0175,,Delivered,EAST
O00930,C0447,,Delivered,NORTH
O00931,C0203,,Pending,WEST
O00932,C0355,,Pending,WEST
O00933,C0156,,Pending,WEST
O00934,C0412,,Delivered,SOUTH
O00935,C0058,,Cancelled,SOUTH
O00936,C0247,,Delivered,SOUTH
O00937,C0045,,Delivered,NORTH
O00938,C0060,,Pending,WEST
O00939,C0242,,Delivered,EAST
O00940,,,Delivered,WEST
O00941,C0213,,Delivered,EAST
O00942,C0019,,Delivered,WEST
O00943,C0119,,Delivered,EAST
O00944,C0284,,Pending,WEST
O00945,C0060,,Delivered,WEST
O00946,C0011,,Delivered,EAST
O00947,C0225,,Delivered,EAST
O00948,C0472,,Delivered,EAST
O00949,C0371,,Cancelled,EAST
O00950,C0408,,Delivered,NORTH
O00951,C0342,,Delivered,WEST
O00952,C0052,,Delivered,NORTH
O00953,C0010,,Pending,SOUTH
O00954,C0424,,Delivered,WEST
O00955,C0059,,Delivered,WEST
O00956,C0133,,Delivered,EAST
O00957,C0459,,Delivered,NORTH
O00958,C0362,,Delivered,NORTH
O00959,C0500,,Pending,NORTH
O00960,,,Delivered,NORTH
O00961,C0446,,Pending,WEST
O00962,C0391,,Cancelled,SOUTH
O00963,C0332,,Delivered,SOUTH
O00964,C0225,,Cancelled,WEST
O00965,C0175,,Delivered,EAST
O00966,C0367,,Pending,SOUTH
O00967,C0386,,Delivered,WEST
O00968,C0212,,Delivered,EAST
O00969,C0484,,Pending,NORTH
O00970,C0044,,Returned,SOUTH
O00971,C0223,,Delivered,SOUTH
O00972,C0463,,Returned,EAST
O00973,C0215,,Delivered,EAST
O00974,C0370,,Cancelled,SOUTH
O00975,C0359,,Delivered,WEST
O00976,C0358,,Pending,EAST
O00977,C0044,,Delivered,SOUTH
O00978,C0267,,Delivered,EAST
O00979,C0267,,Delivered,EAST
O00980,,,Returned,NORTH
O00981,C0375,,Pending,EAST
O00982,C0064,,Delivered,NORTH
O00983,C0233,,Pending,SOUTH
O00984,C0180,,Pending,SOUTH
O00985,C0366,,Delivered,EAST
O00986,C0265,,Pending,WEST
O00987,C0051,,Cancelled,NORTH
O00988,C0048,,Delivered,SOUTH
O00989,C0229,,Delivered,WEST
O00990,C0447,,Pending,WEST
O00991,C0353,,Cancelled,SOUTH
O00992,C0259,,Delivered,NORTH
O00993,C0356,,Delivered,SOUTH
O00994,C0484,,Returned,WEST
O00995,C0057,,Delivered,SOUTH
O00996,C0061,,Delivered,WEST
O00997,C0015,,Delivered,NORTH
O00998,C0480,,Delivered,WEST
O00999,C0002,,Delivered,NORTH
O01000,,,Delivered,EAST
