item_id,order_id,product_id,quantity,unit_price,discount_percent
I000667,O01000,P0144,3,6203.89,15
I000668,O00232,P0048,3,6153.0,0
I000669,O00362,P0286,2,5309.9,5
I000670,O00712,P0040,1,7776.95,0
I000671,O00218,P0007,2,3798.39,15
I000672,O00193,P0250,1,2789.56,20
I000673,O00780,P0271,5,6881.82,10
I000674,O00726,P0233,2,6797.68,0
I000675,O00937,P0067,2,7341.91,15
I000676,O00999,P0232,5,4156.37,15
I000677,O00193,P0036,3,3442.44,10
I000678,O00975,P0446,5,5222.23,5
I000679,O00473,P0449,1,5985.71,5
I000680,O00017,P0458,4,1577.54,0
I000681,O00488,P0339,5,3675.86,10
I000682,O00122,P0475,5,764.13,15
I000683,O00218,P0078,4,4067.3,20
I000684,O00342,P0028,4,2253.45,0
I000685,O00051,P0333,4,5882.81,15
I000686,O00199,P0151,2,3281.27,20
I000687,O00283,P0272,5,3999.57,15
I000688,O00112,P0349,1,5206.12,0
I000689,O00225,P0059,1,7170.96,20
I000690,O00273,P0123,1,4303.84,10
I000691,O00232,P0452,5,5626.15,15
I000692,O00402,P0202,1,1837.12,10
I000693,O00508,P0106,-1,2846.3,10
I000694,O00723,P0306,3,5897.67,0
I000695,O00190,P0258,5,3866.39,10
I000696,O00874,P0465,2,1444.84,0
I000697,O00171,P0096,3,7208.97,5
I000698,O00986,P0007,4,3480.59,0
I000699,O00182,P0499,3,7061.93,5
I000700,O00696,P0390,0,4792.64,15
I000701,O00598,P0001,4,6998.43,15
I000702,O00113,P0024,1,4581.41,10
I000703,O00856,P0117,5,4074.86,5
I000704,O00794,P0049,1,2506.36,10
I000705,O00464,P0252,3,7919.37,10
I000706,O00680,P0250,3,2977.89,0
I000707,O00848,P0181,3,5710.24,20
I000708,O00794,P0340,5,3926.4,10
I000709,O00703,P0266,1,1268.41,15
I000710,O00877,P0113,2,2921.84,0
I000711,O00251,P0296,4,2939.42,0
I000712,O00199,P0472,4,5146.0,10
I000713,O00899,P0321,5,7203.85,15
I000714,O00982,P0449,5,1482.12,10
I000715,O00910,P0170,4,4754.27,10
I000716,O00317,P0098,1,4678.18,10
I000717,O00855,P0314,1,3524.33,15
I000718,O00581,P0496,3,2378.43,0
I000719,O00511,P0475,2,3783.91,5
I000720,O00536,P0495,3,5027.98,5
I000721,O00311,P0250,3,610.47,10
I000722,O00016,P0233,1,1816.87,20
I000723,O00127,P0028,4,2515.99,15
I000724,O00361,P0339,1,494.23,5
I000725,O00359,P0450,3,6303.58,20
I000726,O00682,P0491,-1,7634.11,10
I000727,O00147,P0376,2,3513.2,0
I000728,O00298,P0113,1,3838.1,10
I000729,O00255,P0416,4,3438.25,0
I000730,O00915,P0134,3,4816.61,5
I000731,O00578,P0224,3,6454.6,5
I000732,O00700,P0394,2,2075.16,15
I000733,O00568,P0103,3,2509.47,10
I000734,O00581,P0475,4,4412.06,15
I000735,O00802,P0449,4,858.73,20
I000736,O00453,P0356,3,4080.14,10
I000737,O00480,P0182,4,3785.77,15
I000738,O00473,P0015,5,308.73,15
I000739,O00091,P0387,2,4960.15,10
I000740,O00806,P0125,5,4146.43,5
I000741,O00636,P0279,5,7034.66,0
I000742,O00774,P0433,4,1094.89,0
I000743,O00474,P0414,5,3735.74,0
I000744,O00087,P0029,3,6656.16,0
I000745,O00342,P0305,1,6593.33,20
I000746,O00494,P0354,3,6928.08,0
I000747,O00759,P0300,5,5940.97,0
I000748,O00719,P0105,5,1238.8,15
I000749,O00140,P0115,2,2477.05,10
I000750,O00737,P0480,1,6464.37,20
I000751,O00705,P0103,1,630.42,5
I000752,O00619,P0451,1,4206.6,5
I000753,O00210,P0054,4,294.79,20
I000754,O00455,P0201,1,7415.75,10
I000755,O00415,P0248,2,6580.14,20
I000756,O00267,P0421,5,5482.43,20
I000757,O00127,P0222,2,5125.96,5
I000758,O00146,P0420,2,1449.13,20
I000759,O00206,P0244,-2,2386.65,0
I000760,O00983,P0302,4,3001.98,10
I000761,O00401,P0198,1,3765.31,15
I000762,O00152,P0015,3,3710.95,20
I000763,O00399,P0006,5,2491.82,20
I000764,O00456,P0022,3,7706.09,15
I000765,O00904,P0371,4,2287.54,5
I000766,O00367,P0257,5,1765.16,20
I000767,O00400,P0263,1,1478.53,5
I000768,O00361,P0336,5,2780.4,5
I000769,O00286,P0402,3,7395.47,0
I000770,O00939,P0430,4,3074.53,15
I000771,O00621,P0338,2,4650.71,20
I000772,O00795,P0338,5,2147.89,10
I000773,O00603,P0490,5,2849.95,20
I000774,O00850,P0207,1,454.94,5
I000775,O00238,P0050,1,4045.53,15
I000776,O00332,P0390,2,7852.49,5
I000777,O00108,P0461,2,5852.49,15
I000778,O00774,P0499,4,7386.77,0
I000779,O00627,P0129,1,395.6,0
I000780,O00453,P0391,3,4891.61,0
I000781,O00946,P0090,3,950.52,15
I000782,O00387,P0069,5,4496.1,5
I000783,O00259,P0252,4,5462.91,5
I000784,O00207,P0380,2,3529.1,20
I000785,O00829,P0405,2,779.54,0
I000786,O00645,P0492,1,1707.96,5
I000787,O00915,P0003,3,6217.65,20
I000788,O00560,P0443,1,2791.62,20
I000789,O00509,P0098,2,4605.92,15
I000790,O00513,P0181,3,4985.98,20
I000791,O00874,P0071,1,3567.14,15
I000792,O00895,P0037,-1,1104.82,20
I000793,O00306,P0052,1,4039.83,0
I000794,O00616,P0277,3,278.09,10
I000795,O00945,P0425,3,3184.37,10
I000796,O00070,P0447,2,7748.11,0
I000797,O00548,P0295,2,6840.24,20
I000798,O00513,P0160,4,4987.29,20
I000799,O00715,P0457,1,4703.9,10
I000800,O00669,P0016,0,2770.56,10
I000801,O00206,P0172,1,1200.38,20
I000802,O00837,P0376,3,7400.98,0
I000803,O00242,P0253,1,6464.73,20
I000804,O00927,P0313,1,2832.18,0
I000805,O00973,P0214,5,5940.39,0
I000806,O00909,P0283,4,7578.15,10
I000807,O00741,P0022,1,381.24,20
I000808,O00231,P0333,3,3508.97,10
I000809,O00801,P0436,2,269.4,0
I000810,O00027,P0397,2,4320.07,15
I000811,O00699,P0351,1,4464.72,0
I000812,O00397,P0393,4,5593.98,15
I000813,O00719,P0219,5,1188.39,15
I000814,O00121,P0460,5,7862.02,10
I000815,O00361,P0100,3,3548.55,0
I000816,O00244,P0119,1,4750.08,5
I000817,O00423,P0383,5,4587.58,0
I000818,O00895,P0369,2,6519.71,0
I000819,O00059,P0065,4,1526.69,0
I000820,O00322,P0180,5,5276.15,5
I000821,O00300,P0067,5,3242.77,0
I000822,O00673,P0040,1,2076.57,20
I000823,O00211,P0254,3,7191.36,5
I000824,O00455,P0366,3,7537.27,20
I000825,O00300,P0445,-3,7154.53,10
I000826,O00715,P0278,5,924.59,10
I000827,O00923,P0211,5,3941.04,0
I000828,O00209,P0467,2,6747.26,20
I000829,O00237,P0157,5,1765.08,10
I000830,O00743,P0418,2,383.35,5
I000831,O00716,P0226,4,7629.06,0
I000832,O00511,P0429,1,2235.36,20
I000833,O00394,P0154,1,571.79,20
I000834,O00394,P0254,1,6915.91,15
I000835,O00455,P0023,2,1725.27,5
I000836,O00676,P0221,5,512.85,10
I000837,O00033,P0278,3,7504.07,20
I000838,O00773,P0458,3,7389.32,10
I000839,O00830,P0386,5,1810.7,0
I000840,O00350,P0372,5,3529.2,15
I000841,O00802,P0374,1,6478.43,20
I000842,O00398,P0488,3,6882.26,20
I000843,O00475,P0218,5,5781.84,20
I000844,O00267,P0084,4,3791.93,5
I000845,O00136,P0465,1,2317.53,10
I000846,O00088,P0128,5,2437.02,20
I000847,O00405,P0020,5,2266.73,10
I000848,O00676,P0129,5,197.48,10
I000849,O00583,P0339,3,6704.4,5
I000850,O00455,P0237,1,3575.28,15
I000851,O00038,P0495,3,3893.64,20
I000852,O00224,P0210,1,4678.61,0
I000853,O00284,P0460,5,4456.44,0
I000854,O00452,P0093,3,6151.22,10
I000855,O00266,P0445,4,1105.06,5
I000856,O00151,P0447,5,5282.23,5
I000857,O00118,P0336,1,1555.62,20
I000858,O00882,P0226,-2,431.45,5
I000859,O00063,P0488,3,7804.73,0
I000860,O00695,P0433,3,4369.49,0
I000861,O00615,P0121,3,962.39,20
I000862,O00455,P0058,5,711.86,5
I000863,O00334,P0293,3,6650.19,15
I000864,O00074,P0329,4,7019.24,5
I000865,O00026,P0168,5,6326.5,10
I000866,O00999,P0209,3,3818.41,10
I000867,O00637,P0016,2,3009.59,10
I000868,O00953,P0077,5,301.73,20
I000869,O00217,P0414,3,4135.29,20
I000870,O00803,P0298,3,7525.52,15
I000871,O00851,P0299,1,5290.77,5
I000872,O00391,P0391,1,7645.92,5
I000873,O00579,P0258,5,5079.56,15
I000874,O00552,P0376,1,6796.0,20
I000875,O00818,P0027,5,3831.4,20
I000876,O00533,P0226,3,2226.54,20
I000877,O00301,P0467,2,2696.61,10
I000878,O00237,P0234,3,6010.69,0
I000879,O00710,P0124,4,5889.11,15
I000880,O00371,P0041,3,4527.61,0
I000881,O00937,P0186,4,4881.23,15
I000882,O00806,P0215,2,4597.8,5
I000883,O00948,P0276,2,6233.94,15
I000884,O00691,P0300,2,4883.81,10
I000885,O00350,P0161,1,743.9,15
I000886,O00518,P0076,5,4004.18,5
I000887,O00922,P0093,4,222.55,0
I000888,O00429,P0135,5,5719.92,15
I000889,O00761,P0052,2,6968.72,15
I000890,O00025,P0354,2,7920.47,5
I000891,O00528,P0444,-2,7243.66,10
I000892,O00131,P0206,5,2007.34,10
I000893,O00122,P0173,3,4772.68,20
I000894,O00111,P0370,1,682.65,10
I000895,O00973,P0230,4,5083.57,15
I000896,O00297,P0388,4,5630.9,5
I000897,O00742,P0393,5,7339.1,20
I000898,O00086,P0078,1,4789.07,10
I000899,O00691,P0333,4,3097.06,15
I000900,O00181,P0261,0,2306.47,0
I000901,O00238,P0153,4,2794.83,20
I000902,O00531,P0460,5,4680.64,15
I000903,O00293,P0166,4,2616.77,5
I000904,O00977,P0074,1,6530.5,5
I000905,O00441,P0266,3,4643.59,20
I000906,O00322,P0051,3,2349.85,0
I000907,O00295,P0141,4,3567.44,5
I000908,O00296,P0481,3,7911.56,0
I000909,O00947,P0119,3,1213.92,5
I000910,O00566,P0430,5,6063.43,0
I000911,O00613,P0463,1,7682.87,20
I000912,O00551,P0410,2,152.65,0
I000913,O00379,P0105,3,7540.27,20
I000914,O00437,P0375,4,4215.06,15
I000915,O00303,P0471,1,5758.38,0
I000916,O00456,P0456,4,3996.72,0
I000917,O00886,P0071,3,5879.91,0
I000918,O00992,P0182,1,5979.79,5
I000919,O00745,P0039,3,1338.14,10
I000920,O00283,P0233,5,5409.44,0
I000921,O00724,P0353,3,7148.95,0
I000922,O00444,P0052,5,2608.46,20
I000923,O00677,P0429,1,7598.54,0
I000924,O00252,P0071,-2,6989.71,5
I000925,O00690,P0101,3,3813.91,15
I000926,O00834,P0096,4,2332.54,5
I000927,O00651,P0449,1,7611.58,5
I000928,O00004,P0223,1,3976.46,20
I000929,O00214,P0364,2,406.62,10
I000930,O00629,P0195,5,1954.25,10
I000931,O00496,P0272,2,7035.33,5
I000932,O00897,P0150,4,3972.75,15
I000933,O00613,P0183,5,3899.58,0
I000934,O00225,P0058,3,3414.79,15
I000935,O00334,P0127,4,1014.97,15
I000936,O00980,P0164,1,2845.87,15
I000937,O00722,P0066,4,6736.95,15
I000938,O00616,P0211,2,328.8,10
I000939,O00520,P0111,4,580.35,10
I000940,O00268,P0346,3,3348.71,15
I000941,O00436,P0205,3,7307.71,10
I000942,O00498,P0373,2,2784.75,0
I000943,O00316,P0230,4,1848.35,5
I000944,O00549,P0106,1,7588.23,20
I000945,O00626,P0169,2,4879.19,0
I000946,O00974,P0370,1,6439.06,0
I000947,O00800,P0361,3,7306.61,20
I000948,O00065,P0336,1,4197.33,10
I000949,O00549,P0102,2,6721.38,15
I000950,O00881,P0368,2,2392.48,5
I000951,O00933,P0192,3,3365.82,20
I000952,O00751,P0128,1,384.99,0
I000953,O00774,P0482,5,909.91,15
I000954,O00811,P0249,1,1339.87,10
I000955,O00025,P0118,2,366.85,0
I000956,O00833,P0402,4,5276.68,5
I000957,O00838,P0380,-1,704.56,20
I000958,O00740,P0361,4,259.22,20
I000959,O00620,P0471,2,854.9,20
I000960,O00812,P0201,2,6668.63,10
I000961,O00804,P0166,4,4147.61,0
I000962,O00310,P0141,4,1701.07,10
I000963,O00993,P0336,5,3824.06,10
I000964,O00440,P0048,2,7738.4,20
I000965,O00286,P0248,3,7270.56,20
I000966,O00519,P0126,4,235.98,15
I000967,O00746,P0202,3,6125.33,0
I000968,O00464,P0115,5,7804.01,15
I000969,O00790,P0119,4,3021.59,20
I000970,O00112,P0330,3,2726.24,0
I000971,O00098,P0288,2,1740.69,15
I000972,O00608,P0128,1,1216.51,20
I000973,O00859,P0243,5,5811.96,20
I000974,O00779,P0120,1,6162.53,10
I000975,O00422,P0160,3,6691.16,0
I000976,O00330,P0353,5,4829.97,0
I000977,O00275,P0354,2,6064.8,15
I000978,O00559,P0256,3,7679.85,5
I000979,O00330,P0237,4,4164.01,0
I000980,O00944,P0054,4,5624.12,15
I000981,O00131,P0388,1,1380.54,0
I000982,O00171,P0102,4,6971.02,0
I000983,O00040,P0454,4,4011.96,20
I000984,O00499,P0072,5,3403.36,0
I000985,O00304,P0061,4,7966.38,10
I000986,O00536,P0166,5,7127.41,20
I000987,O00666,P0085,2,2392.55,5
I000988,O00823,P0315,3,4203.1,10
I000989,O00484,P0237,2,7496.0,5
I000990,O00169,P0269,-1,2609.74,5
I000991,O00154,P0241,1,7947.15,0
I000992,O00320,P0360,2,1674.21,0
I000993,O00551,P0235,3,848.25,20
I000994,O00480,P0305,2,627.5,20
I000995,O00905,P0116,3,5067.69,5
I000996,O00282,P0146,4,4717.3,10
I000997,O00377,P0320,4,7481.03,20
I000998,O00555,P0329,2,712.06,5
I000999,O00106,P0375,2,2311.89,10
I001000,O00578,P0053,0,6395.39,20
I001001,O00661,P0393,4,2708.27,20
I001002,O00620,P0142,5,5381.13,15
I001003,O00215,P0087,1,6288.58,5
I001004,O00094,P0476,5,1257.28,5
I001005,O00487,P0448,1,2654.37,0
I001006,O00141,P0262,4,3460.71,15
I001007,O00335,P0155,5,6104.06,5
I001008,O00574,P0202,4,6213.97,15
I001009,O00364,P0160,5,2604.08,0
I001010,O00905,P0310,2,7647.34,10
I001011,O00729,P0074,4,4527.84,15
I001012,O00712,P0404,3,5514.4,20
I001013,O00922,P0223,3,1506.3,10
I001014,O00876,P0239,3,5855.08,5
I001015,O00632,P0287,2,3121.41,5
I001016,O00956,P0383,1,1647.11,10
I001017,O00539,P0100,1,4730.89,10
I001018,O00097,P0467,3,7334.88,20
I001019,O00944,P0007,5,2256.92,10
I001020,O00658,P0246,4,446.95,10
I001021,O00281,P0321,1,7772.01,0
I001022,O00884,P0368,4,7978.13,15
I001023,O00503,P0089,-3,7012.0,20
I001024,O00827,P0054,1,3019.32,20
I001025,O00916,P0366,2,5674.55,5
I001026,O00892,P0436,2,754.31,0
I001027,O00058,P0228,1,2582.47,20
I001028,O00285,P0437,2,5275.33,0
I001029,O00341,P0429,3,7192.12,5
I001030,O00928,P0301,3,4179.09,15
I001031,O00427,P0429,1,613.14,20
I001032,O00152,P0374,3,763.35,15
I001033,O00046,P0142,5,1669.6,20
I001034,O00420,P0089,1,2558.2,20
I001035,O00360,P0061,3,3783.39,0
I001036,O00580,P0477,4,796.48,0
I001037,O00187,P0374,1,1566.71,20
I001038,O00642,P0495,1,6157.11,0
I001039,O00223,P0327,3,3736.76,5
I001040,O00316,P0429,2,6004.53,5
I001041,O00318,P0028,4,5676.72,5
I001042,O00286,P0072,5,2592.77,5
I001043,O00856,P0097,3,7080.19,5
I001044,O00303,P0133,4,2189.91,15
I001045,O00364,P0297,3,2855.99,20
I001046,O00461,P0425,2,390.18,20
I001047,O00395,P0080,5,4592.82,15
I001048,O00356,P0331,3,1738.83,20
I001049,O00565,P0425,3,816.98,5
I001050,O00265,P0112,4,2160.68,0
I001051,O00530,P0338,2,3854.16,15
I001052,O00601,P0166,3,4553.78,20
I001053,O00923,P0018,3,5640.18,10
I001054,O00891,P0462,1,1354.13,15
I001055,O00343,P0173,1,1578.18,10
I001056,O00314,P0084,-3,1570.67,0
I001057,O00450,P0415,5,3705.92,20
I001058,O00712,P0223,4,3841.22,5
I001059,O00259,P0371,3,4847.44,15
I001060,O00695,P0206,3,417.02,5
I001061,O00782,P0479,5,952.06,15
I001062,O00793,P0138,5,3265.93,0
I001063,O00168,P0263,2,7386.59,20
I001064,O00989,P0358,5,1667.85,20
I001065,O00770,P0072,2,5340.91,0
I001066,O00994,P0047,3,6363.62,5
I001067,O00821,P0178,4,3228.35,15
I001068,O00001,P0338,2,1683.21,5
I001069,O00309,P0158,1,1558.29,5
I001070,O00448,P0047,2,1317.69,20
I001071,O00866,P0398,3,139.06,5
I001072,O00353,P0052,4,4443.65,15
I001073,O00716,P0109,4,5380.65,15
I001074,O00724,P0125,1,3161.83,10
I001075,O00782,P0479,2,3259.08,10
I001076,O00920,P0145,4,4815.82,20
I001077,O00074,P0178,4,5392.03,20
I001078,O00028,P0114,5,1507.46,5
I001079,O00378,P0186,3,4061.5,0
I001080,O00626,P0307,4,7325.23,5
I001081,O00142,P0256,2,449.56,10
I001082,O00446,P0048,3,3134.13,5
I001083,O00436,P0078,3,2557.63,15
I001084,O00036,P0134,4,1518.19,15
I001085,O00699,P0265,1,3772.89,0
I001086,O00355,P0352,1,5281.36,15
I001087,O00823,P0414,1,1370.98,5
I001088,O00589,P0260,4,5521.76,0
I001089,O00498,P0335,-2,6193.74,10
I001090,O00436,P0133,1,4868.72,15
I001091,O00515,P0191,4,5724.99,20
I001092,O00996,P0187,1,6305.41,15
I001093,O00545,P0389,4,6975.48,0
I001094,O00154,P0004,3,7590.79,20
I001095,O00265,P0102,5,6521.4,15
I001096,O00446,P0025,4,2325.54,0
I001097,O00889,P0251,4,3000.12,20
I001098,O00703,P0190,3,3463.05,10
I001099,O00786,P0420,1,4387.71,5
I001100,O00301,P0183,0,238.4,10
I001101,O00305,P0326,1,4806.65,10
I001102,O00750,P0019,5,5935.57,5
I001103,O00180,P0044,5,847.12,5
I001104,O00649,P0253,4,7152.46,10
I001105,O00996,P0235,5,2028.4,20
I001106,O00583,P0235,1,704.64,10
I001107,O00040,P0076,5,7817.06,0
I001108,O00392,P0263,1,2768.4,10
I001109,O00433,P0206,1,1553.05,10
I001110,O00739,P0335,1,6711.14,15
I001111,O00989,P0060,2,4610.07,10
I001112,O00631,P0264,5,6848.52,5
I001113,O00711,P0410,1,3056.47,15
I001114,O00221,P0390,4,2270.82,5
I001115,O00284,P0257,1,4876.52,5
I001116,O00695,P0146,3,139.9,5
I001117,O00020,P0401,4,5291.98,10
I001118,O00274,P0237,5,6343.04,10
I001119,O00100,P0114,2,242.78,10
I001120,O00227,P0033,5,2373.87,20
I001121,O00847,P0236,5,3424.04,20
I001122,O00337,P0278,-2,7445.99,0
I001123,O00352,P0175,3,2836.29,15
I001124,O00156,P0237,4,1764.04,5
I001125,O00690,P0200,3,3283.21,20
I001126,O00991,P0041,4,4534.47,10
I001127,O00086,P0107,5,3016.61,10
I001128,O00769,P0162,4,5428.56,0
I001129,O00160,P0320,5,1417.2,10
I001130,O00579,P0221,4,7967.02,0
I001131,O00770,P0499,3,4495.87,15
I001132,O00241,P0193,5,1140.41,20
I001133,O00972,P0436,1,866.14,5
I001134,O00217,P0057,5,2385.86,5
I001135,O00786,P0399,4,4445.56,10
I001136,O00770,P0112,4,7213.63,10
I001137,O00328,P0395,3,5079.18,10
I001138,O00515,P0275,5,3198.17,15
I001139,O00507,P0388,4,2361.64,15
I001140,O00161,P0474,2,3260.43,0
I001141,O00546,P0425,3,6127.19,5
I001142,O00700,P0465,1,3128.49,15
I001143,O00998,P0215,4,1592.11,0
I001144,O00634,P0115,2,4916.68,20
I001145,O00083,P0307,5,5883.97,0
I001146,O00333,P0313,2,1415.03,15
I001147,O00701,P0047,3,279.48,20
I001148,O00905,P0405,4,4461.25,5
I001149,O00871,P0468,2,3716.37,5
I001150,O00180,P0242,2,2649.52,10
I001151,O00067,P0458,1,1735.36,15
I001152,O00471,P0126,5,3604.86,5
I001153,O00816,P0091,4,4051.7,0
I001154,O00823,P0310,3,6989.48,5
I001155,O00251,P0237,-1,6014.01,15
I001156,O00888,P0267,4,6911.13,0
I001157,O00802,P0214,3,7078.52,20
I001158,O00124,P0367,5,5212.01,20
I001159,O00732,P0013,4,3898.38,0
I001160,O00300,P0416,4,6643.63,0
I001161,O00373,P0205,5,5071.22,15
I001162,O00439,P0404,1,918.62,10
I001163,O00777,P0423,5,6053.27,0
I001164,O00740,P0087,3,3361.86,10
I001165,O00146,P0468,2,6384.87,5
I001166,O00271,P0050,3,5172.08,0
I001167,O00470,P0461,4,6044.77,10
I001168,O00351,P0152,4,2712.22,15
I001169,O00717,P0133,5,2274.86,0
I001170,O00780,P0072,2,4222.06,0
I001171,O00227,P0451,3,4551.96,10
I001172,O00315,P0484,2,4584.36,10
I001173,O00487,P0366,4,5418.9,5
I001174,O00762,P0413,2,1257.56,10
I001175,O00880,P0197,3,5130.42,0
I001176,O00872,P0109,5,2493.36,20
I001177,O00013,P0133,3,5797.0,20
I001178,O00416,P0245,5,7210.03,10
I001179,O00660,P0080,5,6835.62,10
I001180,O00536,P0192,4,6936.73,15
I001181,O00664,P0087,5,3908.21,15
I001182,O00919,P0195,1,5383.08,0
I001183,O00351,P0116,3,1730.79,5
I001184,O00285,P0312,1,5234.97,10
I001185,O00511,P0236,5,7310.35,0
I001186,O00861,P0383,5,7195.26,5
I001187,O00373,P0341,1,3248.08,0
I001188,O00975,P0169,-1,2244.64,20
I001189,O00867,P0380,5,6993.66,0
I001190,O00458,P0291,5,2058.98,10
I001191,O00817,P0379,2,5548.62,5
I001192,O00234,P0354,4,1501.7,20
I001193,O00273,P0283,3,821.74,5
I001194,O00751,P0426,1,7258.51,5
I001195,O00536,P0156,1,1741.08,5
I001196,O00600,P0390,5,3870.53,0
I001197,O00550,P0452,1,2618.98,0
I001198,O00202,P0245,1,3590.99,15
I001199,O00203,P0052,5,4756.07,20
I001200,O00499,P0154,0,175.86,15
I001201,O00882,P0464,1,5787.85,15
I001202,O00797,P0330,2,4752.61,20
I001203,O00774,P0234,1,2088.81,15
I001204,O00616,P0139,4,5085.91,10
I001205,O00520,P0248,5,2341.67,10
I001206,O00271,P0445,5,2067.27,10
I001207,O00695,P0288,5,2539.55,15
I001208,O00115,P0388,2,3951.89,10
I001209,O00915,P0499,5,3817.0,5
I001210,O00184,P0034,4,5416.51,0
I001211,O00948,P0442,4,2805.21,20
I001212,O00843,P0094,2,6252.46,5
I001213,O00219,P0158,5,2512.53,20
I001214,O00484,P0053,3,7427.66,5
I001215,O00585,P0345,2,2657.75,5
I001216,O00785,P0203,2,6833.62,20
I001217,O00679,P0081,3,7657.99,15
I001218,O00670,P0305,4,6260.06,10
I001219,O00235,P0478,3,3828.66,10
I001220,O00380,P0075,3,2736.41,10
I001221,O00850,P0382,-2,2533.33,20
I001222,O00403,P0391,4,144.81,15
I001223,O00057,P0496,4,2893.53,5
I001224,O00999,P0234,3,253.89,5
I001225,O00214,P0339,3,2428.9,10
I001226,O00025,P0165,4,6348.27,10
I001227,O00572,P0287,2,6400.05,20
I001228,O00516,P0226,3,943.99,5
I001229,O00165,P0167,4,7537.8,20
I001230,O00482,P0488,1,6271.7,15
I001231,O00705,P0492,4,2073.78,20
I001232,O00601,P0193,1,901.38,10
I001233,O00283,P0276,3,3561.18,10
I001234,O00114,P0242,2,7058.71,0
I001235,O00333,P0397,4,6612.05,5
I001236,O00604,P0154,5,1679.96,0
I001237,O00449,P0126,3,4624.59,10
I001238,O00571,P0272,3,5547.6,5
I001239,O00791,P0395,1,6978.73,10
I001240,O00981,P0437,3,7250.32,15
I001241,O00766,P0453,2,1554.71,15
I001242,O00234,P0236,3,2730.8,10
I001243,O00262,P0310,1,1208.13,15
I001244,O00438,P0203,4,6404.97,20
I001245,O00062,P0468,5,3050.45,20
I001246,O00448,P0017,5,6997.34,10
I001247,O00810,P0276,4,2332.91,10
I001248,O00650,P0035,1,4565.92,20
I001249,O00800,P0058,5,1349.97,20
I001250,O00867,P0436,1,4634.01,15
I001251,O00625,P0333,2,6040.07,15
I001252,O00838,P0142,4,3665.18,5
I001253,O00667,P0170,1,1535.22,20
I001254,O00348,P0233,-3,5941.72,15
I001255,O00911,P0011,4,4640.43,0
I001256,O00639,P0425,4,249.09,5
I001257,O00331,P0219,2,2144.94,5
I001258,O00599,P0346,3,4305.68,5
I001259,O00789,P0421,5,7410.32,20
I001260,O00157,P0097,2,1728.54,5
I001261,O00104,P0014,5,4855.18,0
I001262,O00799,P0066,5,2853.3,0
I001263,O00336,P0446,3,7434.88,5
I001264,O00207,P0156,2,3451.84,10
I001265,O00239,P0480,2,6201.53,0
I001266,O00141,P0450,4,1072.57,15
I001267,O00027,P0228,2,3105.29,15
I001268,O00450,P0205,2,1724.49,15
I001269,O00605,P0418,1,833.53,5
I001270,O00519,P0468,5,5823.69,0
I001271,O00167,P0388,2,1050.83,15
I001272,O00759,P0310,3,6022.49,10
I001273,O00426,P0098,2,7882.7,20
I001274,O00369,P0245,3,4119.01,15
I001275,O00017,P0004,4,6446.95,15
I001276,O00985,P0440,1,2901.98,10
I001277,O00857,P0034,4,7572.93,10
I001278,O00235,P0360,1,5238.42,15
I001279,O00897,P0242,1,7615.34,10
I001280,O00748,P0332,3,458.42,5
I001281,O00182,P0290,1,1110.79,5
I001282,O00144,P0356,4,6122.07,0
I001283,O00611,P0411,2,6944.13,10
I001284,O00381,P0317,4,6603.68,15
I001285,O00177,P0090,5,7725.87,5
I001286,O00374,P0451,1,6313.8,0
I001287,O00510,P0105,-2,5039.97,10
I001288,O00637,P0165,1,6287.82,10
I001289,O00030,P0456,4,370.36,5
I001290,O00936,P0209,1,4361.85,20
I001291,O00740,P0269,2,1349.56,0
I001292,O00358,P0460,2,827.78,0
I001293,O00116,P0496,4,3769.02,15
I001294,O00877,P0460,5,3579.29,20
I001295,O00829,P0327,1,2560.3,15
I001296,O00922,P0463,3,1112.77,20
I001297,O00375,P0490,5,5380.61,0
I001298,O00490,P0253,5,1650.67,5
I001299,O00528,P0067,2,1881.86,0
I001300,O00762,P0049,0,2330.17,20
I001301,O00108,P0128,2,2080.3,10
I001302,O00337,P0364,4,5380.02,20
I001303,O00530,P0296,3,6103.16,5
I001304,O00336,P0217,3,5323.49,20
I001305,O00755,P0479,1,6008.69,15
I001306,O00648,P0025,2,7838.29,0
I001307,O00147,P0325,1,6699.49,5
I001308,O00166,P0204,3,192.53,15
I001309,O00496,P0440,3,1583.21,20
I001310,O00416,P0232,2,3680.23,10
I001311,O00559,P0226,1,5985.19,20
I001312,O00947,P0173,3,7973.82,5
I001313,O00262,P0175,4,6198.86,15
I001314,O00680,P0050,3,6129.83,10
I001315,O00065,P0401,3,3469.46,0
I001316,O00988,P0279,2,847.21,15
I001317,O00850,P0057,1,4448.67,10
I001318,O00130,P0448,3,2525.54,15
I001319,O00567,P0482,1,7733.71,20
I001320,O00187,P0204,-1,1219.5,5
I001321,O00795,P0009,2,5893.96,10
I001322,O00539,P0308,2,4546.78,20
I001323,O00538,P0025,5,2964.98,5
I001324,O00711,P0485,5,1417.35,5
I001325,O00103,P0349,2,5115.77,20
I001326,O00232,P0432,2,4372.49,20
I001327,O00435,P0440,2,2299.53,15
I001328,O00304,P0200,5,7778.87,15
I001329,O00480,P0165,2,5800.23,10
I001330,O00001,P0039,3,5695.89,10
I001331,O00214,P0473,5,4792.48,0
I001332,O00061,P0387,4,1208.4,15
I001333,O00843,P0083,2,3190.78,5
